iter	MultiClass
430	0.8441954536
431	0.8438914504
432	0.8438004774
433	0.8436207634
434	0.8433279265
435	0.8431145932
436	0.8428935418
437	0.8426186346
438	0.8424404054
439	0.8422924299
440	0.8421228455
441	0.8419242582
442	0.8417506099
443	0.8415243071
444	0.841393579
445	0.8410689763
446	0.8409249336
447	0.8407099732
448	0.8404865172
449	0.8401427392
450	0.8399157253
451	0.8397005693
452	0.8395331009
453	0.8392503964
454	0.8389645724
455	0.8386480869
456	0.8385097329
457	0.838222938
458	0.8381002808
459	0.8379945152
460	0.8378176544
461	0.8374291583
462	0.8372203118
463	0.8369088185
464	0.8366564149
465	0.8364531737
466	0.8362898716
467	0.8361298331
468	0.8359273157
469	0.835690559
470	0.835405743
471	0.8351182816
472	0.8349286039
473	0.8347445562
474	0.8345554207
475	0.834367168
476	0.8340621901
477	0.8338434508
478	0.8336072953
479	0.8334266131
480	0.833188547
481	0.832891363
482	0.8327237884
483	0.8325414482
484	0.8323355683
485	0.8320459636
486	0.8317526821
487	0.831574389
488	0.8312696242
489	0.8310433559
490	0.8308749539
491	0.8306879848
492	0.8305252087
493	0.8303096602
494	0.8299305697
495	0.8297308522
496	0.8293326633
497	0.8290931809
498	0.8288984925
499	0.8286896671
500	0.8285094224
501	0.8282506773
502	0.8279395137
503	0.8276409984
504	0.8274702499
505	0.8273154819
506	0.8272070255
507	0.8270396317
508	0.8268264808
509	0.8266715536
510	0.8263135372
511	0.8259927906
512	0.8257552596
513	0.8256080584
514	0.8253576027
515	0.8251568106
516	0.8248877517
517	0.8245579314
518	0.8243783399
519	0.8242296952
520	0.823891122
521	0.8237758309
522	0.8235176726
523	0.8232777851
524	0.8230782066
525	0.8227520915
526	0.8224307837
527	0.8223341974
528	0.8220772761
529	0.82183155
530	0.8216636944
531	0.8214433849
532	0.8211913277
533	0.8208327054
534	0.8204997766
535	0.8202831668
536	0.8199768162
537	0.8197867271
538	0.8195409475
539	0.8193350876
540	0.8191403494
541	0.8188695356
542	0.8186654914
543	0.8183101372
544	0.8181813304
545	0.8179727368
546	0.8178085487
547	0.8176675811
548	0.81747764
549	0.8172443672
550	0.8170917523
551	0.816856343
552	0.8164945891
553	0.8163118399
554	0.816057055
555	0.8159086786
556	0.8156284301
557	0.8154422333
558	0.8152057521
559	0.8150111697
560	0.8147285854
561	0.8145090047
562	0.8143657969
563	0.8141478165
564	0.8140086937
565	0.8137221828
566	0.8135213584
567	0.8132681558
568	0.8130371479
569	0.8128254125
570	0.8125908915
571	0.81229261
572	0.8121965356
573	0.8120175267
574	0.8118260636
575	0.8114450552
576	0.811312533
577	0.8111568259
578	0.8110166496
579	0.8108209292
580	0.8106950468
581	0.8104887326
582	0.8103355913
583	0.8100551912
584	0.8097595747
585	0.8096325413
586	0.8094657203
587	0.8092989807
588	0.8092032438
589	0.8090483234
590	0.8088900224
591	0.8086981966
592	0.8085405496
593	0.8082322052
594	0.8079876975
595	0.8077741359
596	0.8074803164
597	0.8073699053
598	0.8071728914
599	0.8069530866
600	0.8068603544
601	0.8066744868
602	0.8064505414
603	0.8062735485
604	0.8058932905
605	0.805476833
606	0.8051250936
607	0.8049038699
608	0.8047521329
609	0.8046781663
610	0.8044256541
611	0.8041937373
612	0.8040189461
613	0.8037898399
614	0.8035259759
615	0.8032093347
616	0.8029824713
617	0.8027397695
618	0.8024951686
619	0.8022345323
620	0.8019034202
621	0.8016721986
622	0.8014522236
623	0.801273841
624	0.8010904924
625	0.8009099215
626	0.8007981267
627	0.8006484913
628	0.8004379634
629	0.8001072228
630	0.7998866183
631	0.7997132401
632	0.7995303917
633	0.7994280149
634	0.7992586522
635	0.7991029698
636	0.7989196603
637	0.7986945611
638	0.7984801382
639	0.7982550967
640	0.7979664576
641	0.7978003008
642	0.7975387248
643	0.7974224358
644	0.7972682768
645	0.7969882661
646	0.7968273179
647	0.7966272963
648	0.7964988621
649	0.7961738172
650	0.7960070212
651	0.7957543723
652	0.7955265841
653	0.7953193022
654	0.7951284804
655	0.7948927954
656	0.7946684382
657	0.7944734854
658	0.7942228601
659	0.7940683614
660	0.7939241845
661	0.7937393606
662	0.7934638703
663	0.7933537519
664	0.7931659502
665	0.7929576196
666	0.7927183436
667	0.7925334789
668	0.7923177489
669	0.7920609749
670	0.791902938
671	0.7917431433
672	0.7915342162
673	0.7913206583
674	0.7911032057
675	0.7908869637
676	0.790778944
677	0.7906168374
678	0.7903206192
679	0.7900705201
680	0.7899243675
681	0.7898292058
682	0.7895445583
683	0.7893307969
684	0.7891297116
685	0.788937444
686	0.7886931642
687	0.7885475649
688	0.7882349826
689	0.7880734803
690	0.7878340723
691	0.7876106676
692	0.7873939118
693	0.7872186617
694	0.7870947072
695	0.7869642977
696	0.7867757385
697	0.7865984417
698	0.7862445641
699	0.7860680205
700	0.7858740404
701	0.7856870149
702	0.7855522957
703	0.7853560086
704	0.7851962467
705	0.7849572686
706	0.7848478063
707	0.7845733868
708	0.7843681837
709	0.7842364432
710	0.7841339485
711	0.7838975154
712	0.783600657
713	0.7833917852
714	0.7831405811
715	0.783018914
716	0.7827729599
717	0.7825185816
718	0.7823909221
719	0.7820957056
720	0.7819494938
721	0.781767734
722	0.7814788531
723	0.7813987418
724	0.781186137
725	0.780905108
726	0.7806428109
727	0.7803982754
728	0.7801127356
729	0.7799826541
730	0.779843238
731	0.7796845123
732	0.779457207
733	0.7793574334
734	0.779228297
735	0.7790960001
736	0.7788920267
737	0.7787921168
738	0.7786495868
739	0.7785289151
740	0.7782562011
741	0.7781615211
742	0.7779765494
743	0.7778440889
744	0.7777097919
745	0.7775233974
746	0.7774565192
747	0.7773192739
748	0.7771800813
749	0.7769267224
750	0.7768005085
751	0.7766468426
752	0.7764382721
753	0.7763372773
754	0.7761362946
755	0.7759640703
756	0.7758114619
757	0.7757141948
758	0.7755306869
759	0.7753275421
760	0.775179095
761	0.775050855
762	0.7748555986
763	0.7746125965
764	0.7744210344
765	0.7742996607
766	0.7740799753
767	0.773867977
768	0.7736553914
769	0.7733583826
770	0.7731532775
771	0.7728842159
772	0.7728510258
773	0.7727169538
774	0.7725119684
775	0.7723886325
776	0.7722477369
777	0.7721004902
778	0.7718915001
779	0.7716844524
780	0.7714022733
781	0.7713186233
782	0.771234789
783	0.7709870281
784	0.7708659713
785	0.7706048482
786	0.7704625721
787	0.770266864
788	0.77017465
789	0.7700857764
790	0.7699809874
791	0.7698405943
792	0.7695910025
793	0.7693561533
794	0.7690836822
795	0.7689165448
796	0.7688081029
797	0.7685751882
798	0.7683641109
799	0.7681661131
800	0.7678634517
801	0.7676621892
802	0.767473633
803	0.7672735854
804	0.7671627225
805	0.7669542774
806	0.7667046616
807	0.7665460719
808	0.7664067266
809	0.7661741327
810	0.7659751305
811	0.7657874212
812	0.7656859281
813	0.7655345954
814	0.7654078869
815	0.7652234769
816	0.7651281377
817	0.7649704574
818	0.7647939321
819	0.7645569376
820	0.764399824
821	0.7642110654
822	0.764145822
823	0.7639422804
824	0.7637227945
825	0.7635228425
826	0.7634017896
827	0.7632217707
828	0.7630607351
829	0.7629719613
830	0.7626557037
831	0.7625171899
832	0.7623959775
833	0.7622595962
834	0.7621516037
835	0.7620021854
836	0.7618092663
837	0.7615731894
838	0.7614356193
839	0.7613415613
840	0.7612383317
841	0.7609734283
842	0.7607623145
843	0.7605694083
844	0.7604551835
845	0.7601884121
846	0.7600441744
847	0.759856501
848	0.7596817089
849	0.7595660835
850	0.7594037798
851	0.7591953326
852	0.7589960397
853	0.7588887306
854	0.7588189156
855	0.7586178394
856	0.7584194603
857	0.7582010323
858	0.7579967642
859	0.7578134468
860	0.7576377212
861	0.7574646016
862	0.7572714145
863	0.7571251523
864	0.7567950286
865	0.7565504079
866	0.7561654374
867	0.7560014407
868	0.7557720358
869	0.7556224009
870	0.7554210973
871	0.7552873613
872	0.755122504
873	0.7549800458
874	0.7548731216
875	0.754643962
876	0.7544789863
877	0.7542513719
878	0.7541319134
879	0.7540229888
880	0.7539211436
881	0.753715527
882	0.7534842722
883	0.7533646223
884	0.7531456243
885	0.7530315019
886	0.7528993573
887	0.7525836742
888	0.7524207926
889	0.752246977
890	0.7519577735
891	0.7518691234
892	0.7516898735
893	0.7514976233
894	0.7513715018
895	0.751264354
896	0.7510854408
897	0.7508963816
898	0.7506858178
899	0.7504972674
900	0.7503549435
901	0.7501678576
902	0.7501081342
903	0.7500273602
904	0.7499249776
905	0.7496870874
906	0.7494420209
907	0.7492785568
908	0.7490830522
909	0.7488543049
910	0.7487858187
911	0.7485737518
912	0.7483934143
913	0.7481736403
914	0.7480209703
915	0.7478559938
916	0.7477621073
917	0.7476423296
918	0.7475020994
919	0.7474466458
920	0.7472952031
921	0.7471808702
922	0.747078927
923	0.7469152065
924	0.7468225363
925	0.7467057635
926	0.7464900984
927	0.7463717199
928	0.7461696492
929	0.7460434254
930	0.7458591481
931	0.7456581657
932	0.7455494147
933	0.7454608834
934	0.7452693562
935	0.7451827774
936	0.7449942466
937	0.7448039472
938	0.7447195751
939	0.7445779248
940	0.744459166
941	0.7442778351
942	0.7441909413
943	0.7440897411
944	0.7440141874
945	0.7438005661
946	0.7436555246
947	0.7434874623
948	0.7433105191
949	0.7431787008
950	0.7431047882
951	0.7428955911
952	0.7427244873
953	0.7426117414
954	0.7424493371
955	0.7423248375
956	0.7419926075
957	0.7417994872
958	0.7415945955
959	0.7414341041
960	0.7412721024
961	0.741162722
962	0.7410007573
963	0.7409249529
964	0.7407830251
965	0.7406504182
966	0.7404779875
967	0.7402981276
968	0.7400942204
969	0.7399608082
970	0.7397683594
971	0.7396262594
972	0.7394885032
973	0.7393100149
974	0.7391865027
975	0.7390314223
976	0.7388888303
977	0.7388021404
978	0.7386530254
979	0.7384720562
980	0.7383711698
981	0.7382334441
982	0.7380840473
983	0.7379447164
984	0.7377485117
985	0.7375041469
986	0.7373656445
987	0.7372117135
988	0.7370463785
989	0.7367766914
990	0.7366683002
991	0.7365074834
992	0.7362535669
993	0.7361211545
994	0.7359990984
995	0.7358162494
996	0.7356640684
997	0.7354191446
998	0.7353600819
999	0.7352353884
